0 0 0 0 2 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 2 2 4 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 4 4 6 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 6 6 8 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 8 8 10 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 10 10 12 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 12 12 14 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 14 14 16 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 16 16 18 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 18 18 20 625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 20 20 22 3 622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 22 22 24 4 621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 24 24 26 8 617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 26 26 28 3 622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 28 28 30 6 619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 30 30 32 6 619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 32 32 34 4 621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 34 34 36 5 620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 36 36 38 12 613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 38 38 40 8 617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 40 40 42 11 614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 42 42 44 7 618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 44 44 46 3 622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 46 46 48 7 618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 48 48 50 4 621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 50 50 52 5 620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 52 52 54 5 0 620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 54 54 56 5 0 620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 56 56 58 7 0 618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 58 58 60 8 0 617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 60 60 62 6 0 619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 62 62 64 9 0 616 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 64 64 66 8 0 617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
